,date,close,MACD,DIFF,DEA
315,2017-12-22,113.317,-3.0371898588966575,-3.7391850125891892,-2.2205900831408605
314,2017-12-25,103.755,-3.747074943439933,-4.562511922790819,-2.688974451070852
313,2017-12-26,106.602,-3.5831821993121062,-4.928463325640919,-3.1368722259848663
312,2017-12-27,105.799,-3.337915569349992,-5.223069456828611,-3.5541116721536152
311,2017-12-28,107.733,-2.697557344761881,-5.240085012629791,-3.8913063402488506
310,2017-12-29,108.937,-1.930157406288382,-5.09765471917909,-4.132576016034899
309,2018-01-02,105.47,-1.7151434114394366,-5.2045406481845475,-4.346968942464829
308,2018-01-03,113.134,-0.4330088258891198,-4.617599458645529,-4.401095045700969
307,2018-01-04,113.682,0.5434993273764341,-4.061407966090698,-4.333157629778915
306,2018-01-05,111.82,0.9684169196724586,-3.7278970549836288,-4.212105514819858
305,2018-01-08,108.791,0.8741757937150929,-3.6657456437479254,-4.102833540605472
304,2018-01-09,111.382,1.17479398117334,-3.368587302372134,-3.9559842929588043
303,2018-01-10,113.134,1.5973798736033844,-2.9576218719566896,-3.7563118087583818
302,2018-01-11,110.507,1.511704557467759,-2.811496460341033,-3.5673487390749123
301,2018-01-12,107.696,1.0850218235342197,-2.889210099366025,-3.431721011133135
300,2018-01-15,105.434,0.5345684285005516,-3.09761574332029,-3.364899957570566
299,2018-01-16,97.77,-0.7553104951003071,-3.8369690170082578,-3.459313769458104
298,2018-01-17,98.39,-1.3819773026458533,-4.323049583611763,-3.632060932288836
297,2018-01-18,97.405,-1.761809516484779,-4.733191880091823,-3.8522871218494337
296,2018-01-19,97.733,-1.7954185102030262,-4.974423690726326,-4.076714435624813
295,2018-01-22,97.003,-1.7412056716868776,-5.164967980429111,-4.294365144585672
294,2018-01-23,95.58,-1.7192724364699128,-5.368910417379368,-4.509274199144412
293,2018-01-24,99.047,-1.0906660527895653,-5.19094048213789,-4.645607455743107
292,2018-01-25,99.084,-0.5500644910808603,-4.989397762668645,-4.714365517128215
291,2018-01-26,101.456,0.2063202571896685,-4.585415356384672,-4.6885754849795065
290,2018-01-29,98.171,0.3357996475100169,-4.478700705285746,-4.646600529040755
289,2018-01-30,98.901,0.5772497621705064,-4.2858194276841886,-4.574444308769442
288,2018-01-31,97.806,0.6419736439137278,-4.1732107813233625,-4.494197603280226
287,2018-02-01,90.617,-0.18673673445389483,-4.610908062313911,-4.517539695086963
286,2018-02-02,92.916,-0.3205626257703944,-4.7178913361934605,-4.557610023308263
285,2018-02-05,90.288,-0.6399615495277562,-4.957585991763111,-4.637605216999233
284,2018-02-06,84.303,-1.485943775890588,-5.56632007693085,-4.823348188985556
283,2018-02-07,85.216,-1.7338152851072302,-5.906982742177576,-5.0400750996239605
282,2018-02-08,86.128,-1.5899846691802182,-6.033815517861598,-5.238823183271489
281,2018-02-09,84.303,-1.5538965466884331,-6.2100085249517605,-5.433060251607544
280,2018-02-12,86.602,-1.0573214474013621,-6.0938861562333955,-5.565225432532714
279,2018-02-13,89.777,-0.18393493142795947,-5.6801847646751895,-5.58821729896121
278,2018-02-14,92.624,0.8384001590596863,-5.0642171995489065,-5.48341727907875
277,2018-02-22,93.354,1.6283859858626322,-4.465676037914605,-5.279869030845921
276,2018-02-23,91.566,1.906230280143573,-4.0884751057561886,-5.041590245827975
275,2018-02-26,98.135,2.9108128045621005,-3.2223322429766625,-4.677738645257713
274,2018-02-27,101.346,3.883005164386386,-2.250860417516222,-4.192362999709415
273,2018-02-28,102.697,4.537680217844646,-1.3563128635565107,-3.625152972478834
272,2018-03-01,102.916,4.804196953099888,-0.622529876791404,-3.024628353341348
271,2018-03-02,99.631,4.3552684236886865,-0.3025855885359192,-2.4802198003802625
270,2018-03-05,102.514,4.2587743651289784,0.18151417782534907,-1.9478730047391402
269,2018-03-06,102.551,4.015281048429171,0.5616776505290915,-1.445962873685494
268,2018-03-07,101.857,3.5899627079910355,0.7977638188089031,-0.9972175351866145
267,2018-03-08,101.602,3.120825510919179,0.9532984091378722,-0.6071143463217171
266,2018-03-09,107.222,3.391560983196464,1.512611268176073,-0.18316922342215897
265,2018-03-12,109.777,3.7129095906929996,2.137399270760966,0.28094447541446615
264,2018-03-13,109.01,3.616668887951241,2.541362530383992,0.7330280864083716
263,2018-03-14,105.142,2.859696131462231,2.520338168572266,1.0904901028411507
262,2018-03-15,103.463,2.0011469857129796,2.341206968911763,1.3406334760552732
261,2018-03-16,100.58,0.9657043418176281,1.9441986896912908,1.4613465187824768
260,2018-03-19,98.609,-0.012129724971191358,1.4537654406754825,1.4598303031610782
259,2018-03-20,98.828,-0.6230471661582353,1.0704258243121814,1.381949407391299
258,2018-03-21,96.821,-1.2546592567689845,0.5977873719106839,1.2251170002951761
257,2018-03-22,95.471,-1.7794161724063624,0.11298189254119961,1.0026899787443808
256,2018-03-23,87.953,-2.9928887495939915,-0.8678654897518641,0.6285788850451317
255,2018-03-26,89.777,-3.3752321111519255,-1.4809411844248217,0.20667487115114092
254,2018-03-27,93.244,-2.9991990337247056,-1.6678245249268002,-0.16822500806444743
253,2018-03-28,91.456,-2.831430428874101,-1.9378690261107607,-0.5221538116737102
252,2018-03-29,92.916,-2.381979726124599,-2.0108911405015846,-0.8199012774392851
251,2018-03-30,93.719,-1.8579644856787811,-1.9811290809885236,-1.052146838149133
250,2018-04-02,91.018,-1.757682889179696,-2.150698643886443,-1.271857199296595
249,2018-04-03,88.172,-1.9427472663282215,-2.4860742407517336,-1.5147006075876228
248,2018-04-04,86.602,-2.1296690007198396,-2.845743733037523,-1.780909232677603
247,2018-04-09,85.179,-2.2843398051154473,-3.208621610874758,-2.066451708317034
246,2018-04-10,76.676,-3.3091398931794824,-4.134664141554211,-2.4800941949644697
245,2018-04-11,80.654,-3.2250397324568585,-4.495744027750007,-2.8832241615215777
244,2018-04-12,82.296,-2.7411166536296214,-4.5964220700400915,-3.225863743225281
243,2018-04-13,81.822,-2.29578915541439,-4.660731965359275,-3.5128373876520804
242,2018-04-16,80.763,-1.9674315211709255,-4.742482088383909,-3.758766327798446
241,2018-04-17,78.355,-1.8972972631604206,-4.94457711727371,-3.9959284856934993
240,2018-04-18,77.734,-1.7602803148305792,-5.096103682462612,-4.215963525047322
239,2018-04-19,78.61,-1.393443127222314,-5.086865479561268,-4.390143915950111
238,2018-04-20,77.15,-1.1967694629930197,-5.1381248303207485,-4.539740098824239
237,2018-04-23,71.603,-1.6359788596496188,-5.56222688610525,-4.744237456280441
236,2018-04-24,76.931,-1.0589604473282463,-5.406087735860595,-4.876607512196472
235,2018-04-25,79.522,-0.22216269608950334,-5.015459197252412,-4.90437784920766
234,2018-04-26,77.041,0.08673336497410844,-4.850169496098843,-4.893536178585897
233,2018-04-27,77.041,0.36502359594854994,-4.6653964311180545,-4.847908229092329
232,2018-05-02,77.625,0.6832493203409804,-4.420877403879217,-4.762502064049707
231,2018-05-03,80.033,1.241073493704576,-3.9868311304843473,-4.607367877336635
230,2018-05-04,77.187,1.2464066006423433,-3.8283637519351714,-4.451567052256343
229,2018-05-07,76.822,1.2189918748468127,-3.689697130477086,-4.299193067900492
228,2018-05-08,84.522,2.1990891536570683,-2.9247623468648243,-4.024306923693358
227,2018-05-09,85.909,2.9485231283564177,-2.1814799684705974,-3.6557415326488063
226,2018-05-10,86.091,3.353574395210516,-1.559757535642234,-3.236544733247492
225,2018-05-11,81.712,2.9317515929295626,-1.4041999876665159,-2.870075784131297
224,2018-05-14,82.953,2.7244012770770425,-1.167324985958146,-2.5295256244966673
223,2018-05-15,81.311,2.288165696161622,-1.0994220643956538,-2.2435049124764648
222,2018-05-16,80.909,1.8843900689531399,-1.0657611193807526,-2.0079561538573225
221,2018-05-17,78.574,1.271112303249812,-1.2135109643261899,-1.8490671159510959
220,2018-05-18,78.282,0.8165335417739392,-1.338733652342384,-1.7470004232293537
219,2018-05-21,82.88,1.1075297179459564,-1.0547943495131307,-1.608559208486109
218,2018-05-22,83.391,1.3264134525980968,-0.7795508006122986,-1.442757526911347
217,2018-05-23,83.902,1.485601094336261,-0.514256842951184,-1.2570573901193145
216,2018-05-24,83.135,1.4325235683152875,-0.36173015992226,-1.0779919440799037
215,2018-05-25,83.464,1.3858080670351096,-0.2118619021829602,-0.904765935700515
214,2018-05-28,85.873,1.6078520078002005,0.10014156917461037,-0.7037844347254899
213,2018-05-29,86.347,1.7360702710316642,0.38125948466930026,-0.48677565084653185
212,2018-05-30,83.756,1.4035998697432772,0.3904742677430164,-0.3113256671286222
211,2018-05-31,85.435,1.3416111470852137,0.5271812997996363,-0.14362427374297046
210,2018-06-01,83.172,0.9462083872696637,0.4477559683005694,-0.02534822533426245
209,2018-06-04,84.048,0.761046527272458,0.45030585421102387,0.06978259057479484
208,2018-06-05,91.274,1.5261158321074524,1.0236049856419527,0.2605470695882265
207,2018-06-06,92.442,2.0699722836396193,1.5542797468629885,0.519293605043179
206,2018-06-07,91.748,2.204292084934096,1.8969761581269893,0.7948301156599412
205,2018-06-08,90.069,1.9441361567377156,2.0099152136210137,1.0378471352521559
204,2018-06-11,89.486,1.5858255266912145,2.028988089434165,1.2360753260885577
203,2018-06-12,88.099,1.078543445856591,1.9101649797489273,1.3708932568206318
202,2018-06-13,86.493,0.474071155217628,1.6671877288316495,1.4301521512228355
201,2018-06-14,85.471,-0.08617211245881551,1.3762945809360758,1.4193806371654836
200,2018-06-15,80.946,-1.0362347564934145,0.7717339143570996,1.2898512926038068
199,2018-06-19,72.844,-2.635014558122873,-0.35703280622298905,0.9604744728384477
198,2018-06-20,72.004,-3.6236935470329037,-1.3043339940571173,0.5075127794593346
197,2018-06-21,67.151,-4.682086418962106,-2.418791232391982,-0.07774802291092889
196,2018-06-22,69.742,-4.7679030981213755,-3.0576874592367886,-0.673735910176101
195,2018-06-25,70.107,-4.512878433123644,-3.494284930878379,-1.237845714316557
194,2018-06-26,72.041,-3.8470442393051694,-3.6422483638822882,-1.7187262442297035
193,2018-06-27,70.253,-3.424917217605996,-3.8592995052334516,-2.1468408964304535
192,2018-06-28,70.362,-2.927739430383884,-3.9766780404203814,-2.5128083252284394
191,2018-06-29,76.566,-1.624973926219755,-3.5284170291157864,-2.715930066005909
190,2018-07-02,75.072,-0.864407876113229,-3.2561849885766776,-2.823981050520063
189,2018-07-03,75.847,-0.19197735000386285,-2.943966894272478,-2.8479782192705465
188,2018-07-04,75.736,0.2773142727538511,-2.67465679879939,-2.8133139351763155
187,2018-07-05,74.352,0.431569496622509,-2.5435829997872474,-2.759367748098502
186,2018-07-06,69.536,-0.05874838338847166,-2.7960854877162973,-2.7667112960220615
185,2018-07-09,72.636,0.08312622897007405,-2.7147574029157653,-2.7563205174008023
184,2018-07-10,73.632,0.34507535550764157,-2.5406484202085267,-2.7131860979623474
183,2018-07-11,71.861,0.31459960715530677,-2.516561343490281,-2.6738611470679343
182,2018-07-12,75.017,0.7305774246054328,-2.217250256689539,-2.5825389689922553
181,2018-07-13,77.84,1.3604097454655673,-1.7322828780762762,-2.41248775080906
180,2018-07-16,75.681,1.4522852237618906,-1.5048094859578782,-2.2309520978388235
179,2018-07-17,77.176,1.6652329460737292,-1.1901815065427428,-2.0227979795796074
178,2018-07-18,75.183,1.493915908391318,-1.0891005368350335,-1.8360584910306925
177,2018-07-19,73.577,1.1367198210425524,-1.1256086028790975,-1.6939685134003737
176,2018-07-20,75.183,1.0891170135200055,-1.0132703799503702,-1.557828886710373
175,2018-07-23,76.068,1.1435493046027512,-0.8431105713336535,-1.414885223635029
174,2018-07-24,76.954,1.2566030432457476,-0.629508321606437,-1.2578098432293108
173,2018-07-25,76.068,1.1714392526571382,-0.5256603103185995,-1.1113799366471686
172,2018-07-26,73.245,0.716601404848439,-0.6635040586168941,-1.0218047610411136
171,2018-07-27,72.636,0.33485370713947793,-0.8125211940789399,-0.9799480476486788
170,2018-07-30,69.812,-0.26454610539553425,-1.145289363520888,-1.013016310823121
169,2018-07-31,69.757,-0.6149193419455479,-1.3973408995390884,-1.0898812285663144
168,2018-08-01,69.757,-0.7824189325048989,-1.5788930613818764,-1.187683595129427
167,2018-08-02,68.65,-0.9660252759672878,-1.7914493926089818,-1.308436754625338
166,2018-08-03,67.93,-1.098505433385518,-1.995002650491287,-1.445749933798528
165,2018-08-06,63.999,-1.5993291800491694,-2.445330671329259,-1.6456660813046744
164,2018-08-07,65.992,-1.5450126684645862,-2.611298999095041,-1.838792664862748
163,2018-08-08,64.387,-1.6013028715860447,-2.8396069596040263,-2.038955523811004
162,2018-08-09,66.878,-1.1975244000712921,-2.7874082738555614,-2.1886460738199154
161,2018-08-10,66.878,-0.8417607317891598,-2.7147465311881405,-2.2938661652935606
160,2018-08-13,67.1,-0.5044879456216522,-2.609171131307093,-2.356927158496267
159,2018-08-14,65.882,-0.379130324621193,-2.5938836113845127,-2.4043184490739162
158,2018-08-15,63.833,-0.49836931986916877,-2.715799273992147,-2.4666146140575624
157,2018-08-16,63.999,-0.4808178951940123,-2.7671257985538205,-2.5267168509568143
156,2018-08-17,63.169,-0.5044778651470132,-2.8420155166736976,-2.589776584100191
155,2018-08-20,63.612,-0.38909846495557954,-2.8329631246974287,-2.638413892219639
154,2018-08-21,63.944,-0.20590094727059416,-2.7671019842637605,-2.6641515106284634
153,2018-08-22,62.56,-0.20835279630522408,-2.794372008319229,-2.690195610166617
152,2018-08-23,63.224,-0.06516551263192927,-2.730924055561573,-2.6983412992456084
151,2018-08-24,63.058,0.056010647356054655,-2.6633346446480743,-2.6913399683261017
150,2018-08-27,65.383,0.47485034844675766,-2.3945585005468786,-2.6319836747702574
149,2018-08-28,66.159,0.8595141186659312,-2.094787350604051,-2.5245444099370165
148,2018-08-29,66.159,1.1015883462681053,-1.836051693519451,-2.3868458666535037
147,2018-08-30,63.833,0.942209765208534,-1.79796476339817,-2.269069646002437
